utterance_id,text,emotion
Ses03F_script01_2_F015,"Don't, don't laugh at me, don't laugh at me.",anger
Ses05F_script01_3_M033,And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.,sadness
Ses05F_script01_3_M024,Remember when I was overseas?  I was in command of the company.,sadness
Ses03M_impro04_M026,No.,sadness
Ses01F_impro05_F028,Okay.  I'll do that.,anger
Ses04M_script03_2_F026,"Adders don't snap, they sting.",anger
Ses02M_script01_3_F028,What'll I do with a fortune?,happiness
Ses02M_impro07_F015,"Oh, totally totally.",happiness
Ses03M_impro03_M003,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.,excited
Ses02F_impro01_F001,My--my original birth certificate?  But I don't carry that with me.,surprise
Ses02M_impro01_M006,"Okay, so what are you saying? What-",frustration
Ses01M_script03_1_M031,"See, you know I don't care what you do.  You could paint yourself green and run naked to the Place Vendome.",happiness
Ses04M_script02_2_M016,"You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see, I took a shower.  Uh, you watched the news.  You said the grunions are running tonight.  I said great, let's go.  I feel lucky tonight.",frustration
Ses02M_script03_1_F022,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",happiness
Ses01F_impro02_F006,"There's babies over there, though, that need mothers.",neutral
Ses03M_script02_2_F000,About what?,anger
Ses03M_script02_1_M039,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",excited
Ses02M_impro03_M031,Hah.,happiness
Ses03M_script03_2_M004,You must admit he was in love with you.,anger
Ses04M_impro06_M012,"I mean, it's just not fair.  Like, I don't know.  Why people -",sadness
Ses01M_script01_3_F006,You've been kind of embarrassed ever since I got here.,sadness
Ses05M_script01_1_F023,"Well, you're a considerate fella, there's nothing wrong in that",neutral
Ses01M_impro07_M033,Pull over..,happiness
Ses01F_script01_3_M015,Why didn't you let me know?,happiness
Ses05M_impro02_F002,"What?  No, you can't!",fear
Ses03F_script03_2_M029,I'm not in the least bit drunk.,anger
Ses04F_impro07_M003,You serious?,surprise
Ses03F_script01_2_F002,You don't travel seven hundred miles just to see.,anger
Ses02M_impro08_F000,"Hi. Thank you so much, you're a real person, right, you're not like a recording?",excited
Ses02M_script03_1_F006,Behave exquisitely.,happiness
Ses02F_script01_2_M010,"Well, what do you want me to do about it?",frustration
Ses03M_script01_3_F018,You'd always be so ambiguous.,happiness
Ses03M_script03_2_M011,No particular reason.  Anyhow they were very small ones.,anger
Ses04F_impro03_M031,Yeah?,neutral
Ses01M_script01_3_M001,You're not sorry you came?,happiness
Ses05F_script03_2_M013,You needn't be so grand simply because you don't happen to want any at the moment.,anger
Ses05F_impro02_F006,Iraq.,fear
Ses01M_impro01_F007,"No, I need your ID to give you a second ID.",anger
Ses01F_script02_1_M030,For real?,surprise
Ses05M_impro02_F008,What?,surprise
Ses05M_impro04_F024,Fair enough.,neutral
Ses05M_script03_2_M033,Because it's very late and you'll disturb the people upstairs.,anger
Ses05M_script03_1_F011,Don't laugh at me.  I'm serious.,neutral
Ses01F_impro05_F011,Is this a joke?,anger
Ses05F_impro07_F030,[LAUGHTER] by yourself.,excited
Ses01M_script01_3_M021,"No, no, it's nothing like that.",sadness
Ses05F_script01_1_M025,To hell with that!,anger
Ses01F_script01_1_M029,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",frustration
Ses02M_script02_2_M011,I thought you wanted to see them.,frustration
Ses05F_script01_1_M001,He was out here when it broke.,sadness
Ses02M_impro08_M029,"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but-",neutral
Ses05M_script01_1_F027,"Well, I just don't see why it has to be Annie.",frustration
Ses03F_script02_2_F006,"Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",frustration
Ses02F_impro07_M003,Are you gonna go? you gonna-,excited
Ses01F_script01_3_F008,"Well sure, from your mother's point of view.  Why else would I come?",neutral
Ses02F_script03_1_M019,Yes.  Yes. With all his might.,excited
Ses04F_impro08_F008,"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",neutral
Ses04M_script03_1_M000,Good God.,fear
Ses01M_script01_3_M030,He just put it in my pocket that's the kind of guys I had.,sadness
Ses05F_impro02_F012,I think infantry.  I'm not sure.,sadness
Ses05F_script01_2_F006,She's not his girl.  She knows she's not.,anger
Ses02M_impro07_M021,"Right I know, like you, it won't hurt, I mean national champions last year, wow, you know",excited
Ses05F_script03_1_M005,Hello?  Hello?  What?  Wrong number.,excited
Ses04M_script03_2_M038,Very interesting.  And how about a child of four and a child of six and a child of nine?,anger
Ses04M_script01_3_M027,It takes a little time to toss that off because they weren't just men.,sadness
Ses01M_impro01_M031,"Why, because I'm sick of talking to you.",anger
Ses05F_impro02_M019,"Your Your mom, you want me to move in with your mom?",surprise
Ses04M_script01_1_F011,You can't say that to him.,anger
Ses04M_impro01_M016,That's all I- I just- That's all i want you to-,frustration
Ses01F_script02_1_M018,Do you want my jacket?,frustration
Ses02F_script03_1_F008,What's so horrible is that one can't stay happy.,happiness
Ses04F_script02_2_M027,What?  What do you want a divorce?,frustration
Ses05M_impro02_F016,"Oh, my God.",fear
Ses02F_impro07_F029,[BREATHING],excited
Ses03F_impro08_M021,About three million dollars.,neutral
Ses05F_impro05_F009,"Yes, sir, I know what my bag looks like.",frustration
Ses01M_script01_2_M006,Listen. Line. You can't read her mind.,frustration
Ses05F_script01_1_M033,"I'll get out. I'll get married and live some place else.  Maybe, maybe New York?",frustration
Ses05M_impro03_M001,"I did it, I asked her to marry me.",excited
Ses04F_script03_1_F024,"Yes, I know you did.  You threw him out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",excited
Ses04M_script01_1_F002,When?,surprise
Ses05M_script01_1b_F030,What the hell is this?,surprise
Ses05M_script01_3_M037,"It seemed to make suckers out of so many guys.  And I-I felt wrong to be alive; to to open that bank book, to to drive that car, the new car, and look at that new refrigerator. I mean,",frustration
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses03F_script03_2_F018,"No, it isn't.",anger
Ses01F_script03_1_M001,I wonder.,fear
Ses05F_impro04_M040,If I- If you- Will you stick with it?,neutral
Ses05M_impro02_M001,"I know it's really crappy timing, but I don't have a choice.",sadness
Ses02M_script03_2_F001,"Presents, just a trivial little broach.",excited
Ses03M_impro01_M004,What are you talking about?  It says fill out that part.,anger
Ses03M_impro04_M002,"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.",frustration
Ses02F_script03_1_F000,Do you think it's them?,fear
Ses05M_script02_2_F012,I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.,sadness
Ses05M_script01_1b_F001,"What do you mean?  I was the first one up, he was still in bed.",surprise
Ses03F_script02_2_F048,At least we won't need glasses.,happiness
Ses01M_script03_1_F002,What we're going to do?,fear
Ses01M_impro05_M021,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,anger
Ses04F_impro06_M008,Yeah.,sadness
Ses01F_script02_1_F003,What flashlight?,surprise
Ses05M_impro03_F013,So where are you going to have your wedding?,happiness
Ses05M_impro02_F002,"What?  No, you can't!",fear
Ses02M_impro01_F017,"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",frustration
Ses02M_impro06_F012,Even if you still do she'll- she'll be there.,sadness
Ses05M_script01_1_F013,"To you it is and to me, but not to him.  Now you can talk yourself until you're blue in the face, Chris, but there's no body and there's no grave.  So where are you?",frustration
Ses05M_impro02_F002,"What?  No, you can't!",fear
Ses04F_script02_2_M044,I don't know.  It seemed like a good spot to me.,neutral
Ses05M_impro02_F019,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if",fear
Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",happiness
Ses03M_script03_2_F031,"On the contrary, a child of two can get violently drunk off just one glass of brandy.",anger
Ses02F_script03_2_F025,You're quite insufferable,anger
Ses05F_script03_1_M025,The one where you bought that little painted wooden snake and put it on my bed.,excited
Ses03F_impro07_M035,"Me too, Isabella.",happiness
Ses02M_impro03_F004,Did she say yes?,excited
Ses05F_script01_1_M000,He saw it.,sadness
Ses01M_script03_1_F002,What we're going to do?,fear
Ses02F_impro07_F033,"But, it'll be fine, I mean.  I'm so excited. It's going to be so fun.",excited
Ses04M_impro05_F010,I can't do that.,neutral
Ses01F_script01_1_F002,How could he see it?  I was the first one up; he was still in bed.,surprise
Ses03M_impro04_M002,"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.",frustration
Ses01F_script03_1_M000,Good God.,fear
Ses04M_impro04_M015,It's your fault 'cause -cause you always told me to- to do this and I did that instead.  And I didn't take your advice and - and- but you sort of were like were telling--,frustration
Ses03F_impro07_M018,"Oh, my God. That's--I heard it's top five-- --in the Grauman scale or something.",surprise
Ses02F_script03_1_F000,Do you think it's them?,fear
Ses05F_impro08_F001,Okay.,neutral
Ses05M_script01_1_F025,"Well, what if she feels like your father?  And how do you know she will marry you?",neutral
Ses03M_impro03_M002,[LAUGHTER] Guess who just got hitched?,excited
Ses05M_script01_1b_M001,He was out here when it broke.,sadness
Ses03M_impro08b_M016,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",neutral
Ses04M_impro05_F002,I'm sorry.,neutral
Ses05F_script01_1_M025,To hell with that!,anger
Ses03F_script02_1_F010,Not particularly.,sadness
Ses04M_script03_2_M016,"I'll have a little myself, I think.",frustration
Ses03M_script01_3_M008,"I mean, that's the reason why I asked you here.",happiness
Ses04M_script03_1_M000,Good God.,fear
Ses05M_impro07_M033,Really?,excited
Ses04F_script03_1_M001,I wonder.,fear
Ses04F_script01_1_F042,But don't think that way.  You hear me?,anger
Ses01F_impro07_M007,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",excited
Ses01F_impro05_M033,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,surprise
Ses05M_script03_1_F011,Don't laugh at me.  I'm serious.,neutral
Ses03F_script01_3_F025,No. What is it? Is it your mother?,sadness
Ses01F_script03_1_F002,It had to happen sooner or later.  What are we going to do?,fear
Ses02M_impro06_F009,"She really cared about you, you know.",sadness
Ses05F_impro06_F006,"It's hard to watch when it's painful for them, you know.",sadness
Ses05F_script03_2_F036,I- I hate you.,anger
Ses01M_script03_1_F038,"Utterly, utterly ridiculous.",happiness
Ses03M_script03_2_M011,No particular reason.  Anyhow they were very small ones.,anger
Ses05M_impro03_F007,"Oh, my God.  That's so dramatic.",excited
Ses03M_impro08b_F005,"Yeah, yeah, yeah you better be sorry.",anger
Ses05M_script01_3_M012,Why didn't you?,surprise
Ses03F_impro05_M006,"Well, I'll have you fill out some paperwork and see if you can get started on something.",frustration
Ses05M_impro02_F003,You didn't- Did you tell them you have two young children at home?,fear
Ses02M_script01_1_F035,Must you be inspired?,anger
Ses03F_impro07_M009,oh really?,surprise
Ses04M_script03_1_M000,Good God.,fear
Ses02F_impro06_M002,I'm sorry to hear about that.,neutral
Ses05M_script01_3_F007,"Well, from her perspective, I mean, why else would I come here?",neutral
Ses04M_impro03_F005,"Oh, my God.  How long have you been planning on doing this?",excited
Ses05F_impro08_F018,"Well you know sometimes-- just with online transactions, things happens. so um-",neutral
